092029	栃木県	足利市
092037	栃木県	栃木市
092045	栃木県	佐野市
092053	栃木県	鹿沼市
092061	栃木県	日光市
092088	栃木県	小山市
092096	栃木県	真岡市
092100	栃木県	大田原市
092118	栃木県	矢板市
092134	栃木県	那須塩原市
092142	栃木県	さくら市
092151	栃木県	那須烏山市
092169	栃木県	下野市
102016	群馬県	前橋市
102024	群馬県	高崎市
102032	群馬県	桐生市
102041	群馬県	伊勢崎市
102059	群馬県	太田市
102067	群馬県	沼田市
102075	群馬県	館林市
102083	群馬県	渋川市
102091	群馬県	藤岡市
102105	群馬県	富岡市
102113	群馬県	安中市
102121	群馬県	みどり市
112011	埼玉県	川越市
112020	埼玉県	熊谷市
112038	埼玉県	川口市
112062	埼玉県	行田市
112071	埼玉県	秩父市
112089	埼玉県	所沢市
112097	埼玉県	飯能市
112101	埼玉県	加須市
112119	埼玉県	本庄市
112127	埼玉県	東松山市
112143	埼玉県	春日部市
112151	埼玉県	狭山市
112160	埼玉県	羽生市
112178	埼玉県	鴻巣市
112186	埼玉県	深谷市
112194	埼玉県	上尾市
112216	埼玉県	草加市
112224	埼玉県	越谷市
112232	埼玉県	蕨市
112241	埼玉県	戸田市
112259	埼玉県	入間市
112275	埼玉県	朝霞市
112283	埼玉県	志木市
112291	埼玉県	和光市
112305	埼玉県	新座市
112313	埼玉県	桶川市
112321	埼玉県	久喜市
112330	埼玉県	北本市
112348	埼玉県	八潮市
112356	埼玉県	富士見市
112372	埼玉県	三郷市
112381	埼玉県	蓮田市
112399	埼玉県	坂戸市
112402	埼玉県	幸手市
112411	埼玉県	鶴ヶ島市
112429	埼玉県	日高市
112437	埼玉県	吉川市
112453	埼玉県	ふじみ野市
112461	埼玉県	白岡市
122025	千葉県	銚子市
122033	千葉県	市川市
122041	千葉県	船橋市
122050	千葉県	館山市
122068	千葉県	木更津市
122076	千葉県	松戸市
122084	千葉県	野田市
122106	千葉県	茂原市
122114	千葉県	成田市
122122	千葉県	佐倉市
122131	千葉県	東金市
122157	千葉県	旭市
122165	千葉県	習志野市
122173	千葉県	柏市
122181	千葉県	勝浦市
122190	千葉県	市原市
122203	千葉県	流山市
122211	千葉県	八千代市
122220	千葉県	我孫子市
122238	千葉県	鴨川市
122246	千葉県	鎌ケ谷市
122254	千葉県	君津市
122262	千葉県	富津市
122271	千葉県	浦安市
122289	千葉県	四街道市
122297	千葉県	袖ケ浦市
122301	千葉県	八街市
122319	千葉県	印西市
122327	千葉県	白井市
122335	千葉県	富里市
122343	千葉県	南房総市
122351	千葉県	匝瑳市
122360	千葉県	香取市
122378	千葉県	山武市
122386	千葉県	いすみ市
122394	千葉県	大網白里市
132012	東京都	八王子市
132021	東京都	立川市
132039	東京都	武蔵野市
132047	東京都	三鷹市
132055	東京都	青梅市
132063	東京都	府中市
132071	東京都	昭島市
132080	東京都	調布市
132098	東京都	町田市
132101	東京都	小金井市
132110	東京都	小平市
132128	東京都	日野市
132136	東京都	東村山市
132144	東京都	国分寺市
132152	東京都	国立市
132187	東京都	福生市
132195	東京都	狛江市
132209	東京都	東大和市
132217	東京都	清瀬市
132225	東京都	東久留米市
132233	東京都	武蔵村山市
132241	東京都	多摩市
132250	東京都	稲城市
132276	東京都	羽村市
132284	東京都	あきる野市
132292	東京都	西東京市
142018	神奈川県	横須賀市
142034	神奈川県	平塚市
142042	神奈川県	鎌倉市
142051	神奈川県	藤沢市
142069	神奈川県	小田原市
142077	神奈川県	茅ヶ崎市
142085	神奈川県	逗子市
142107	神奈川県	三浦市
142115	神奈川県	秦野市
142123	神奈川県	厚木市
142131	神奈川県	大和市
142140	神奈川県	伊勢原市
142158	神奈川県	海老名市
142166	神奈川県	座間市
142174	神奈川県	南足柄市
142182	神奈川県	綾瀬市
152021	新潟県	長岡市
152048	新潟県	三条市
152056	新潟県	柏崎市
152064	新潟県	新発田市
152081	新潟県	小千谷市
152099	新潟県	加茂市
152102	新潟県	十日町市
152111	新潟県	見附市
152129	新潟県	村上市
152137	新潟県	燕市
152161	新潟県	糸魚川市
152170	新潟県	妙高市
152188	新潟県	五泉市
152226	新潟県	上越市
152234	新潟県	阿賀野市
152242	新潟県	佐渡市
152251	新潟県	魚沼市
152269	新潟県	南魚沼市
152277	新潟県	胎内市
162019	富山県	富山市
162027	富山県	高岡市
162043	富山県	魚津市
162051	富山県	氷見市
162060	富山県	滑川市
162078	富山県	黒部市
162086	富山県	砺波市
162094	富山県	小矢部市
162108	富山県	南砺市
162116	富山県	射水市
172014	石川県	金沢市
172022	石川県	七尾市
172031	石川県	小松市
172049	石川県	輪島市
172057	石川県	珠洲市
172065	石川県	加賀市
172073	石川県	羽咋市
172090	石川県	かほく市
172103	石川県	白山市
172111	石川県	能美市
172120	石川県	野々市市
182010	福井県	福井市
182028	福井県	敦賀市
182044	福井県	小浜市
182052	福井県	大野市
182061	福井県	勝山市
182079	福井県	鯖江市
182087	福井県	あわら市
182095	福井県	越前市
182109	福井県	坂井市
192015	山梨県	甲府市
192023	山梨県	富士吉田市
192040	山梨県	都留市
192058	山梨県	山梨市
192066	山梨県	大月市
192074	山梨県	韮崎市
192082	山梨県	南アルプス市
192091	山梨県	北杜市
192104	山梨県	甲斐市
192112	山梨県	笛吹市
192121	山梨県	上野原市
192139	山梨県	甲州市
192147	山梨県	中央市
202011	長野県	長野市
202029	長野県	松本市
202037	長野県	上田市
202045	長野県	岡谷市
202053	長野県	飯田市
202061	長野県	諏訪市
202070	長野県	須坂市
202088	長野県	小諸市
202096	長野県	伊那市
202100	長野県	駒ヶ根市
202118	長野県	中野市
202126	長野県	大町市
202134	長野県	飯山市
202142	長野県	茅野市
202151	長野県	塩尻市
202177	長野県	佐久市
202185	長野県	千曲市
202193	長野県	東御市
202207	長野県	安曇野市
212016	岐阜県	岐阜市
212024	岐阜県	大垣市
212032	岐阜県	高山市
212041	岐阜県	多治見市
212059	岐阜県	関市
212067	岐阜県	中津川市
212075	岐阜県	美濃市
212083	岐阜県	瑞浪市
212091	岐阜県	羽島市
212105	岐阜県	恵那市
212113	岐阜県	美濃加茂市
212121	岐阜県	土岐市
212130	岐阜県	各務原市
212148	岐阜県	可児市
212156	岐阜県	山県市
212164	岐阜県	瑞穂市
212172	岐阜県	飛騨市
212181	岐阜県	本巣市
212199	岐阜県	郡上市
212202	岐阜県	下呂市
212211	岐阜県	海津市
222038	静岡県	沼津市
222054	静岡県	熱海市
222062	静岡県	三島市
222071	静岡県	富士宮市
222089	静岡県	伊東市
222097	静岡県	島田市
222101	静岡県	富士市
222119	静岡県	磐田市
222127	静岡県	焼津市
222135	静岡県	掛川市
222143	静岡県	藤枝市
222151	静岡県	御殿場市
222160	静岡県	袋井市
222194	静岡県	下田市
222208	静岡県	裾野市
222216	静岡県	湖西市
222224	静岡県	伊豆市
222232	静岡県	御前崎市
222241	静岡県	菊川市
222259	静岡県	伊豆の国市
222267	静岡県	牧之原市
232017	愛知県	豊橋市
232025	愛知県	岡崎市
232033	愛知県	一宮市
232041	愛知県	瀬戸市
232050	愛知県	半田市
232068	愛知県	春日井市
232076	愛知県	豊川市
232084	愛知県	津島市
232092	愛知県	碧南市
232106	愛知県	刈谷市
232114	愛知県	豊田市
232122	愛知県	安城市
232131	愛知県	西尾市
232149	愛知県	蒲郡市
232157	愛知県	犬山市
232165	愛知県	常滑市
232173	愛知県	江南市
232190	愛知県	小牧市
232203	愛知県	稲沢市
232211	愛知県	新城市
232220	愛知県	東海市
232238	愛知県	大府市
232246	愛知県	知多市
232254	愛知県	知立市
232262	愛知県	尾張旭市
232271	愛知県	高浜市
232289	愛知県	岩倉市
232297	愛知県	豊明市
232301	愛知県	日進市
232319	愛知県	田原市
232327	愛知県	愛西市
232335	愛知県	清須市
232343	愛知県	北名古屋市
232351	愛知県	弥富市
232360	愛知県	みよし市
232378	愛知県	あま市
232386	愛知県	長久手市
242012	三重県	津市
242021	三重県	四日市市
242039	三重県	伊勢市
242047	三重県	松阪市
242055	三重県	桑名市
242071	三重県	鈴鹿市
242080	三重県	名張市
242098	三重県	尾鷲市
242101	三重県	亀山市
242110	三重県	鳥羽市
242128	三重県	熊野市
242144	三重県	いなべ市
242152	三重県	志摩市
242161	三重県	伊賀市
252018	滋賀県	大津市
252026	滋賀県	彦根市
252034	滋賀県	長浜市
252042	滋賀県	近江八幡市
252069	滋賀県	草津市
252077	滋賀県	守山市
252085	滋賀県	栗東市
252093	滋賀県	甲賀市
252107	滋賀県	野洲市
252115	滋賀県	湖南市
252123	滋賀県	高島市
252131	滋賀県	東近江市
252140	滋賀県	米原市
262013	京都府	福知山市
262021	京都府	舞鶴市
262030	京都府	綾部市
262048	京都府	宇治市
262056	京都府	宮津市
262064	京都府	亀岡市
262072	京都府	城陽市
262081	京都府	向日市
262099	京都府	長岡京市
262102	京都府	八幡市
262111	京都府	京田辺市
262129	京都府	京丹後市
262137	京都府	南丹市
262145	京都府	木津川市
272027	大阪府	岸和田市
272035	大阪府	豊中市
272043	大阪府	池田市
272051	大阪府	吹田市
272060	大阪府	泉大津市
272078	大阪府	高槻市
272086	大阪府	貝塚市
272094	大阪府	守口市
272108	大阪府	枚方市
272116	大阪府	茨木市
272124	大阪府	八尾市
272132	大阪府	泉佐野市
272141	大阪府	富田林市
272159	大阪府	寝屋川市
272167	大阪府	河内長野市
272175	大阪府	松原市
272183	大阪府	大東市
272191	大阪府	和泉市
272205	大阪府	箕面市
272213	大阪府	柏原市
272221	大阪府	羽曳野市
272230	大阪府	門真市
272248	大阪府	摂津市
272256	大阪府	高石市
272264	大阪府	藤井寺市
272272	大阪府	東大阪市
272281	大阪府	泉南市
272299	大阪府	四條畷市
272302	大阪府	交野市
272311	大阪府	大阪狭山市
272329	大阪府	阪南市
282014	兵庫県	姫路市
282022	兵庫県	尼崎市
282031	兵庫県	明石市
282049	兵庫県	西宮市
282057	兵庫県	洲本市
282065	兵庫県	芦屋市
282073	兵庫県	伊丹市
282081	兵庫県	相生市
282090	兵庫県	豊岡市
282103	兵庫県	加古川市
282120	兵庫県	赤穂市
282138	兵庫県	西脇市
282146	兵庫県	宝塚市
282154	兵庫県	三木市
282162	兵庫県	高砂市
282171	兵庫県	川西市
282189	兵庫県	小野市
282197	兵庫県	三田市
282201	兵庫県	加西市
282219	兵庫県	丹波篠山市
282227	兵庫県	養父市
282235	兵庫県	丹波市
282243	兵庫県	南あわじ市
282251	兵庫県	朝来市
282260	兵庫県	淡路市
282278	兵庫県	宍粟市
282286	兵庫県	加東市
282294	兵庫県	たつの市
292010	奈良県	奈良市
292028	奈良県	大和高田市
292036	奈良県	大和郡山市
292044	奈良県	天理市
292052	奈良県	橿原市
292061	奈良県	桜井市
292079	奈良県	五條市
292087	奈良県	御所市
292095	奈良県	生駒市
292109	奈良県	香芝市
292117	奈良県	葛城市
292125	奈良県	宇陀市
302015	和歌山県	和歌山市
302023	和歌山県	海南市
302031	和歌山県	橋本市
302040	和歌山県	有田市
302058	和歌山県	御坊市
302066	和歌山県	田辺市
302074	和歌山県	新宮市
302082	和歌山県	紀の川市
302091	和歌山県	岩出市
312011	鳥取県	鳥取市
312029	鳥取県	米子市
312037	鳥取県	倉吉市
312045	鳥取県	境港市
322016	島根県	松江市
322024	島根県	浜田市
322032	島根県	出雲市
322041	島根県	益田市
322059	島根県	大田市
322067	島根県	安来市
322075	島根県	江津市
322091	島根県	雲南市
332020	岡山県	倉敷市
332038	岡山県	津山市
332046	岡山県	玉野市
332054	岡山県	笠岡市
332071	岡山県	井原市
332089	岡山県	総社市
332097	岡山県	高梁市
332101	岡山県	新見市
332119	岡山県	備前市
332127	岡山県	瀬戸内市
332135	岡山県	赤磐市
332143	岡山県	真庭市
332151	岡山県	美作市
332160	岡山県	浅口市
342025	広島県	呉市
342033	広島県	竹原市
342041	広島県	三原市
342050	広島県	尾道市
342076	広島県	福山市
342084	広島県	府中市
342092	広島県	三次市
342106	広島県	庄原市
342114	広島県	大竹市
342122	広島県	東広島市
342131	広島県	廿日市市
342149	広島県	安芸高田市
342157	広島県	江田島市
352012	山口県	下関市
352021	山口県	宇部市
352039	山口県	山口市
352047	山口県	萩市
352063	山口県	防府市
352071	山口県	下松市
352080	山口県	岩国市
352101	山口県	光市
352110	山口県	長門市
352128	山口県	柳井市
352136	山口県	美祢市
352152	山口県	周南市
352161	山口県	山陽小野田市
362018	徳島県	徳島市
362026	徳島県	鳴門市
362034	徳島県	小松島市
362042	徳島県	阿南市
362051	徳島県	吉野川市
362069	徳島県	阿波市
362077	徳島県	美馬市
362085	徳島県	三好市
372013	香川県	高松市
372021	香川県	丸亀市
372030	香川県	坂出市
372048	香川県	善通寺市
372056	香川県	観音寺市
372064	香川県	さぬき市
372072	香川県	東かがわ市
372081	香川県	三豊市
382019	愛媛県	松山市
382027	愛媛県	今治市
382035	愛媛県	宇和島市
382043	愛媛県	八幡浜市
382051	愛媛県	新居浜市
382060	愛媛県	西条市
382078	愛媛県	大洲市
382108	愛媛県	伊予市
382132	愛媛県	四国中央市
382141	愛媛県	西予市
382159	愛媛県	東温市
392014	高知県	高知市
392022	高知県	室戸市
392031	高知県	安芸市
392049	高知県	南国市
392057	高知県	土佐市
392065	高知県	須崎市
392081	高知県	宿毛市
392090	高知県	土佐清水市
392103	高知県	四万十市
392111	高知県	香南市
392120	高知県	香美市
402028	福岡県	大牟田市
402036	福岡県	久留米市
402044	福岡県	直方市
402052	福岡県	飯塚市
402061	福岡県	田川市
402079	福岡県	柳川市
402109	福岡県	八女市
402117	福岡県	筑後市
402125	福岡県	大川市
402133	福岡県	行橋市
402141	福岡県	豊前市
402150	福岡県	中間市
402168	福岡県	小郡市
402176	福岡県	筑紫野市
402184	福岡県	春日市
402192	福岡県	大野城市
402206	福岡県	宗像市
402214	福岡県	太宰府市
402231	福岡県	古賀市
402249	福岡県	福津市
402257	福岡県	うきは市
402265	福岡県	宮若市
402273	福岡県	嘉麻市
402281	福岡県	朝倉市
402290	福岡県	みやま市
402303	福岡県	糸島市
402311	福岡県	那珂川市
412015	佐賀県	佐賀市
412023	佐賀県	唐津市
412031	佐賀県	鳥栖市
412040	佐賀県	多久市
412058	佐賀県	伊万里市
412066	佐賀県	武雄市
412074	佐賀県	鹿島市
412082	佐賀県	小城市
412091	佐賀県	嬉野市
412104	佐賀県	神埼市
422011	長崎県	長崎市
422029	長崎県	佐世保市
422037	長崎県	島原市
422045	長崎県	諫早市
422053	長崎県	大村市
422070	長崎県	平戸市
422088	長崎県	松浦市
422096	長崎県	対馬市
422100	長崎県	壱岐市
422118	長崎県	五島市
422126	長崎県	西海市
422134	長崎県	雲仙市
422142	長崎県	南島原市
432024	熊本県	八代市
432032	熊本県	人吉市
432041	熊本県	荒尾市
432059	熊本県	水俣市
432067	熊本県	玉名市
432083	熊本県	山鹿市
432105	熊本県	菊池市
432113	熊本県	宇土市
432121	熊本県	上天草市
432130	熊本県	宇城市
432148	熊本県	阿蘇市
432156	熊本県	天草市
432164	熊本県	合志市
442011	大分県	大分市
442020	大分県	別府市
442038	大分県	中津市
442046	大分県	日田市
442054	大分県	佐伯市
442062	大分県	臼杵市
442071	大分県	津久見市
442089	大分県	竹田市
442097	大分県	豊後高田市
442101	大分県	杵築市
442119	大分県	宇佐市
442127	大分県	豊後大野市
442135	大分県	由布市
442143	大分県	国東市
452017	宮崎県	宮崎市
452025	宮崎県	都城市
452033	宮崎県	延岡市
452041	宮崎県	日南市
452050	宮崎県	小林市
452068	宮崎県	日向市
452076	宮崎県	串間市
452084	宮崎県	西都市
452092	宮崎県	えびの市
462012	鹿児島県	鹿児島市
462039	鹿児島県	鹿屋市
462047	鹿児島県	枕崎市
462063	鹿児島県	阿久根市
462080	鹿児島県	出水市
462101	鹿児島県	指宿市
462136	鹿児島県	西之表市
462144	鹿児島県	垂水市
462152	鹿児島県	薩摩川内市
462161	鹿児島県	日置市
462179	鹿児島県	曽於市
462187	鹿児島県	霧島市
462195	鹿児島県	いちき串木野市
462209	鹿児島県	南さつま市
462217	鹿児島県	志布志市
462225	鹿児島県	奄美市
462233	鹿児島県	南九州市
462241	鹿児島県	伊佐市
462250	鹿児島県	姶良市
472018	沖縄県	那覇市
472051	沖縄県	宜野湾市
472077	沖縄県	石垣市
472085	沖縄県	浦添市
472093	沖縄県	名護市
472107	沖縄県	糸満市
472115	沖縄県	沖縄市
472123	沖縄県	豊見城市
472131	沖縄県	うるま市
472140	沖縄県	宮古島市
472158	沖縄県	南城市
